,Prognozuojamas nacionalinis elektros energijos suvartojimas,Planuojamas nacionalinis elektros energijos suvartojimas,Faktinis nacionalinis Elektros energijos vartojimas
2023-01-01 00:00:00,1064,1067.649,1040.246
2023-01-01 01:00:00,1022,1006.291,1029.565
2023-01-01 02:00:00,983,982.175,978.868
2023-01-01 03:00:00,957,953.674,947.675
2023-01-01 04:00:00,937,940.174,937.409
2023-01-01 05:00:00,935,957.616,933.605
2023-01-01 06:00:00,959,1002.369,961.825
2023-01-01 07:00:00,1008,1007.922,981.961
2023-01-01 08:00:00,1089,1042.868,981.989
2023-01-01 09:00:00,1161,1073.481,999.68
2023-01-01 10:00:00,1198,1125.728,1046.176
2023-01-01 11:00:00,1228,1147.208,1073.069
2023-01-01 12:00:00,1220,1169.316,1106.388
2023-01-01 13:00:00,1205,1096.895,1124.165
2023-01-01 14:00:00,1202,1094.955,1145.207
2023-01-01 15:00:00,1207,1106.546,1164.539
2023-01-01 16:00:00,1274,1212.615,1229.073
2023-01-01 17:00:00,1316,1270.213,1266.613
2023-01-01 18:00:00,1297,1241.17,1262.839
2023-01-01 19:00:00,1256,1231.328,1250.6
2023-01-01 20:00:00,1232,1195.615,1219.349
2023-01-01 21:00:00,1190,1082.166,1178.601
2023-01-01 22:00:00,1120,1023.795,1105.541
2023-01-01 23:00:00,1052,938.229,1021.821
2023-01-02 00:00:00,1026,875.091,972.457
2023-01-02 01:00:00,1001,978.977,931.687
2023-01-02 02:00:00,967,971.906,907.812
2023-01-02 03:00:00,961,973.736,899.207
2023-01-02 04:00:00,972,982.509,920.458
2023-01-02 05:00:00,1027,1041.558,965.289
2023-01-02 06:00:00,1206,1217.205,1132.083
2023-01-02 07:00:00,1351,1385.057,1299.795
2023-01-02 08:00:00,1484,1507.554,1427.556
2023-01-02 09:00:00,1541,1554.695,1471.805
2023-01-02 10:00:00,1567,1575.731,1498.29
2023-01-02 11:00:00,1572,1583.654,1531.027
2023-01-02 12:00:00,1575,1555.681,1535.429
2023-01-02 13:00:00,1586,1570.248,1566.284
2023-01-02 14:00:00,1577,1558.772,1557.231
2023-01-02 15:00:00,1566,1548.108,1552.763
2023-01-02 16:00:00,1594,1568.319,1574.63
2023-01-02 17:00:00,1590,1554.695,1572.686
2023-01-02 18:00:00,1562,1510.574,1539.825
2023-01-02 19:00:00,1500,1462.092,1491.445
2023-01-02 20:00:00,1445,1421.291,1406.966
2023-01-02 21:00:00,1371,1321.42,1346.048
2023-01-02 22:00:00,1258,1217.627,1235.621
2023-01-02 23:00:00,1172,1089.188,1139.637
2023-01-03 00:00:00,1062,1016.817,1056.913
2023-01-03 01:00:00,1010,1007.194,1018.573
2023-01-03 02:00:00,992,973.753,1000.023
2023-01-03 03:00:00,988,963.199,993.92
2023-01-03 04:00:00,1003,980.036,1001.854
2023-01-03 05:00:00,1062,1034.606,1063.55
2023-01-03 06:00:00,1206,1206.889,1228.152
2023-01-03 07:00:00,1361,1366.856,1391.573
2023-01-03 08:00:00,1493,1496.234,1512.931
2023-01-03 09:00:00,1554,1523.264,1559.485
2023-01-03 10:00:00,1588,1518.204,1586.327
2023-01-03 11:00:00,1600,1542.772,1588.159
2023-01-03 12:00:00,1607,1521.155,1603.459
2023-01-03 13:00:00,1611,1524.774,1609.34
2023-01-03 14:00:00,1605,1518.514,1605.617
2023-01-03 15:00:00,1601,1528.409,1576.808
2023-01-03 16:00:00,1634,1557.627,1604.913
2023-01-03 17:00:00,1640,1596.208,1622.827
2023-01-03 18:00:00,1599,1568.754,1591.536
2023-01-03 19:00:00,1550,1511.407,1546.836
2023-01-03 20:00:00,1490,1433.079,1500.72
2023-01-03 21:00:00,1410,1384.99,1416.207
2023-01-03 22:00:00,1306,1277.464,1311.797
2023-01-03 23:00:00,1226,1183.336,1207.423
2023-01-04 00:00:00,1113,1116.081,1135.944
2023-01-04 01:00:00,1070,1069.779,1095.819
2023-01-04 02:00:00,1052,1056.972,1072.843
2023-01-04 03:00:00,1047,1065.98,1043.151
2023-01-04 04:00:00,1059,1081.773,1054.808
2023-01-04 05:00:00,1114,1128.668,1117.152
2023-01-04 06:00:00,1282,1279.242,1293.848
2023-01-04 07:00:00,1448,1420.585,1480.837
2023-01-04 08:00:00,1588,1542.608,1614.226
2023-01-04 09:00:00,1643,1584.842,1685.698
2023-01-04 10:00:00,1679,1616.983,1727.518
2023-01-04 11:00:00,1687,1673.154,1747.173
2023-01-04 12:00:00,1677,1660.062,1732.229
2023-01-04 13:00:00,1682,1642.841,1731.778
2023-01-04 14:00:00,1665,1650.926,1709.866
2023-01-04 15:00:00,1658,1654.025,1702.201
2023-01-04 16:00:00,1687,1692.436,1720.759
2023-01-04 17:00:00,1696,1672.363,1719.652
2023-01-04 18:00:00,1664,1628.32,1681.329
2023-01-04 19:00:00,1614,1555.245,1640.178
2023-01-04 20:00:00,1556,1489.738,1576.255
2023-01-04 21:00:00,1468,1406.543,1494.507
2023-01-04 22:00:00,1355,1326.086,1388.53
2023-01-04 23:00:00,1260,1205.023,1271.114
2023-01-05 00:00:00,1202,1129.242,1206.848
2023-01-05 01:00:00,1149,1107.553,1167.201
2023-01-05 02:00:00,1126,1076.941,1146.907
2023-01-05 03:00:00,1110,1043.501,1136.18
2023-01-05 04:00:00,1107,1070.076,1136.271
2023-01-05 05:00:00,1153,1117.94,1185.114
2023-01-05 06:00:00,1322,1279.471,1354.39
2023-01-05 07:00:00,1503,1474.839,1513.043
2023-01-05 08:00:00,1646,1630.173,1639.76
2023-01-05 09:00:00,1712,1675.808,1665.371
2023-01-05 10:00:00,1731,1716.423,1696.75
2023-01-05 11:00:00,1750,1725.53,1713.227
2023-01-05 12:00:00,1754,1723.681,1711.032
2023-01-05 13:00:00,1772,1732.219,1732.648
2023-01-05 14:00:00,1752,1718.961,1725.279
2023-01-05 15:00:00,1751,1699.706,1739.085
2023-01-05 16:00:00,1787,1729.134,1738.525
2023-01-05 17:00:00,1787,1734.123,1739.715
2023-01-05 18:00:00,1750,1684.335,1700.091
2023-01-05 19:00:00,1704,1655.06,1648.588
2023-01-05 20:00:00,1660,1574.635,1586.839
2023-01-05 21:00:00,1566,1535.043,1520.638
2023-01-05 22:00:00,1470,1416.348,1420.401
2023-01-05 23:00:00,1364,1324.144,1315.186
2023-01-06 00:00:00,1259,1281.9,1249.569
2023-01-06 01:00:00,1213,1240.118,1217.914
2023-01-06 02:00:00,1202,1201.163,1202.11
2023-01-06 03:00:00,1203,1187.05,1178.39
2023-01-06 04:00:00,1220,1197.982,1211.462
2023-01-06 05:00:00,1294,1259.769,1274.398
2023-01-06 06:00:00,1501,1451.073,1440.979
2023-01-06 07:00:00,1677,1603.892,1623.098
2023-01-06 08:00:00,1819,1751.475,1758.707
2023-01-06 09:00:00,1878,1779.599,1858.325
2023-01-06 10:00:00,1889,1827.529,1904.586
2023-01-06 11:00:00,1893,1826.594,1918.673
2023-01-06 12:00:00,1885,1805.953,1934.089
2023-01-06 13:00:00,1889,1797.367,1944.623
2023-01-06 14:00:00,1870,1766.967,1894.593
2023-01-06 15:00:00,1863,1753.177,1832.189
2023-01-06 16:00:00,1879,1807.846,1845.964
2023-01-06 17:00:00,1885,1811.534,1879.279
2023-01-06 18:00:00,1861,1744.074,1830.598
2023-01-06 19:00:00,1796,1709.902,1776.548
2023-01-06 20:00:00,1732,1626.393,1708.294
2023-01-06 21:00:00,1647,1554.095,1619.939
2023-01-06 22:00:00,1539,1460.675,1518.593
2023-01-06 23:00:00,1438,1353.991,1420.239
2023-01-07 00:00:00,1348,1239.592,1353.11
2023-01-07 01:00:00,1307,1156.235,1305.316
2023-01-07 02:00:00,1271,1136.338,1274.257
2023-01-07 03:00:00,1255,1134.178,1261.108
2023-01-07 04:00:00,1259,1131.97,1252.402
2023-01-07 05:00:00,1272,1148.34,1277.529
2023-01-07 06:00:00,1336,1236.497,1349.031
2023-01-07 07:00:00,1404,1314.101,1419.836
2023-01-07 08:00:00,1478,1377.216,1488.462
2023-01-07 09:00:00,1566,1482.982,1569.745
2023-01-07 10:00:00,1632,1539.674,1645.13
2023-01-07 11:00:00,1668,1570.008,1679.342
2023-01-07 12:00:00,1671,1568.34,1682.04
2023-01-07 13:00:00,1665,1589.225,1673.54
2023-01-07 14:00:00,1647,1576.952,1651.871
2023-01-07 15:00:00,1634,1566.853,1635.983
2023-01-07 16:00:00,1681,1628.252,1669.95
2023-01-07 17:00:00,1713,1647.58,1699.614
2023-01-07 18:00:00,1686,1579.5,1669.595
2023-01-07 19:00:00,1639,1620.261,1629.021
2023-01-07 20:00:00,1573,1537.018,1570.387
2023-01-07 21:00:00,1511,1466.391,1494.097
2023-01-07 22:00:00,1432,1345.826,1403.314
2023-01-07 23:00:00,1336,1283.929,1325.154
2023-01-08 00:00:00,1307,1191.25,1262.628
2023-01-08 01:00:00,1239,1194.29,1219.986
2023-01-08 02:00:00,1213,1167.419,1189.784
2023-01-08 03:00:00,1195,1154.103,1164.752
2023-01-08 04:00:00,1188,1163.464,1159.801
2023-01-08 05:00:00,1205,1172.16,1179.239
2023-01-08 06:00:00,1251,1228.617,1244.383
2023-01-08 07:00:00,1308,1272.258,1295.094
2023-01-08 08:00:00,1377,1333.97,1330.007
2023-01-08 09:00:00,1454,1450.293,1407.634
2023-01-08 10:00:00,1509,1506.478,1498.465
2023-01-08 11:00:00,1540,1509.81,1542.455
2023-01-08 12:00:00,1558,1552.652,1564.101
2023-01-08 13:00:00,1559,1567.735,1549.992
2023-01-08 14:00:00,1550,1556.766,1527.852
2023-01-08 15:00:00,1548,1537.118,1528.814
2023-01-08 16:00:00,1620,1575.141,1579.545
2023-01-08 17:00:00,1690,1624.271,1635.585
2023-01-08 18:00:00,1665,1570.827,1629.595
2023-01-08 19:00:00,1610,1539.989,1598.405
2023-01-08 20:00:00,1547,1466.245,1545.753
2023-01-08 21:00:00,1477,1383.212,1453.723
2023-01-08 22:00:00,1377,1306.812,1337.467
2023-01-08 23:00:00,1286,1193.456,1236.919
2023-01-09 00:00:00,1221,1132.035,1168.009
2023-01-09 01:00:00,1183,1086.422,1127.046
2023-01-09 02:00:00,1165,1073.379,1124.638
2023-01-09 03:00:00,1141,1059.22,1119.826
2023-01-09 04:00:00,1164,1105.166,1110.096
2023-01-09 05:00:00,1230,1187.48,1200.297
2023-01-09 06:00:00,1412,1374.193,1425.857
2023-01-09 07:00:00,1602,1549.893,1616.589
2023-01-09 08:00:00,1757,1702.15,1763.08
2023-01-09 09:00:00,1829,1797.863,1812.803
2023-01-09 10:00:00,1852,1846.041,1844.842
2023-01-09 11:00:00,1853,1844.365,1839.655
2023-01-09 12:00:00,1840,1808.661,1826.806
2023-01-09 13:00:00,1841,1797.143,1831.572
2023-01-09 14:00:00,1821,1790.139,1810.303
2023-01-09 15:00:00,1808,1767.502,1799.627
2023-01-09 16:00:00,1814,1753.887,1793.702
2023-01-09 17:00:00,1824,1770.928,1790.276
2023-01-09 18:00:00,1795,1742.672,1742.087
2023-01-09 19:00:00,1731,1687.832,1686.865
2023-01-09 20:00:00,1674,1612.703,1620.959
2023-01-09 21:00:00,1571,1525.896,1526.627
2023-01-09 22:00:00,1422,1350.62,1406.89
2023-01-09 23:00:00,1314,1283.799,1297.173
2023-01-10 00:00:00,1218,1239.77,1223.763
2023-01-10 01:00:00,1169,1187.693,1186.896
2023-01-10 02:00:00,1150,1162.612,1165.474
2023-01-10 03:00:00,1146,1181.998,1154.674
2023-01-10 04:00:00,1149,1182.35,1150.937
2023-01-10 05:00:00,1220,1252.408,1221.906
2023-01-10 06:00:00,1420,1415.037,1429.138
2023-01-10 07:00:00,1614,1601.632,1610.929
2023-01-10 08:00:00,1765,1740.2,1746.678
2023-01-10 09:00:00,1815,1806.867,1782.966
2023-01-10 10:00:00,1832,1775.039,1791.556
2023-01-10 11:00:00,1830,1772.861,1785.927
2023-01-10 12:00:00,1821,1750.632,1759.451
2023-01-10 13:00:00,1830,1742.944,1767.894
2023-01-10 14:00:00,1805,1754.067,1748.567
2023-01-10 15:00:00,1790,1721.293,1752.951
2023-01-10 16:00:00,1796,1754.996,1765.673
2023-01-10 17:00:00,1802,1758.944,1756.377
2023-01-10 18:00:00,1772,1749.631,1731.317
2023-01-10 19:00:00,1714,1691.19,1679.654
2023-01-10 20:00:00,1643,1639.239,1622.898
2023-01-10 21:00:00,1549,1547.125,1525.36
2023-01-10 22:00:00,1421,1446.856,1404.389
2023-01-10 23:00:00,1309,1317.079,1288.527
2023-01-11 00:00:00,1222,1240.191,1206.841
2023-01-11 01:00:00,1174,1203.095,1159.041
2023-01-11 02:00:00,1157,1175.066,1139.113
2023-01-11 03:00:00,1142,1199.808,1132.444
2023-01-11 04:00:00,1148,1194.954,1141.944
2023-01-11 05:00:00,1217,1261.911,1210.697
2023-01-11 06:00:00,1416,1446.42,1421.464
2023-01-11 07:00:00,1618,1619.042,1625.327
2023-01-11 08:00:00,1756,1747.344,1757.065
2023-01-11 09:00:00,1801,1771.734,1809.175
2023-01-11 10:00:00,1805,1769.262,1808.403
2023-01-11 11:00:00,1802,1736.289,1794.71
2023-01-11 12:00:00,1786,1705.982,1775.801
2023-01-11 13:00:00,1782,1714.633,1785.679
2023-01-11 14:00:00,1760,1687.328,1761.258
2023-01-11 15:00:00,1746,1688.564,1758.178
2023-01-11 16:00:00,1752,1668.526,1763.553
2023-01-11 17:00:00,1769,1689.785,1776.947
2023-01-11 18:00:00,1744,1696.728,1731.955
2023-01-11 19:00:00,1693,1632.915,1675.987
2023-01-11 20:00:00,1625,1566.844,1616.606
2023-01-11 21:00:00,1538,1475.867,1514.851
2023-01-11 22:00:00,1403,1379.179,1387.304
2023-01-11 23:00:00,1278,1281.431,1272.177
2023-01-12 00:00:00,1199,1197.628,1209.23
2023-01-12 01:00:00,1147,1144.374,1156.197
2023-01-12 02:00:00,1134,1093.956,1131.191
2023-01-12 03:00:00,1129,1104.762,1145
2023-01-12 04:00:00,1137,1139.182,1141.46
2023-01-12 05:00:00,1198,1197.822,1221.405
2023-01-12 06:00:00,1406,1388.588,1422.249
2023-01-12 07:00:00,1611,1593.283,1613.961
2023-01-12 08:00:00,1748,1716.822,1742.173
2023-01-12 09:00:00,1799,1773.371,1786.726
2023-01-12 10:00:00,1797,1790.248,1789.254
2023-01-12 11:00:00,1795,1781.248,1780.121
2023-01-12 12:00:00,1778,1701.922,1768.239
2023-01-12 13:00:00,1775,1711.919,1772.945
2023-01-12 14:00:00,1756,1673.095,1741.56
2023-01-12 15:00:00,1739,1668.244,1721.907
2023-01-12 16:00:00,1748,1679.298,1720.849
2023-01-12 17:00:00,1766,1691.097,1739.447
2023-01-12 18:00:00,1732,1664.635,1703.868
2023-01-12 19:00:00,1681,1594.545,1633.484
2023-01-12 20:00:00,1606,1534.869,1566.963
2023-01-12 21:00:00,1519,1440.073,1473.356
2023-01-12 22:00:00,1378,1343.941,1344.687
2023-01-12 23:00:00,1249,1210.339,1227.982
2023-01-13 00:00:00,1169,1128.284,1178.09
2023-01-13 01:00:00,1123,1049.86,1121.53
2023-01-13 02:00:00,1106,1036.635,1092.224
2023-01-13 03:00:00,1104,1048.235,1088.817
2023-01-13 04:00:00,1110,1064.916,1101.17
2023-01-13 05:00:00,1183,1115.726,1170.976
2023-01-13 06:00:00,1389,1318.995,1382.835
2023-01-13 07:00:00,1589,1502.56,1558.658
2023-01-13 08:00:00,1726,1633.766,1683.943
2023-01-13 09:00:00,1775,1670.293,1733.958
2023-01-13 10:00:00,1777,1670.968,1755.333
2023-01-13 11:00:00,1776,1651.21,1759.81
2023-01-13 12:00:00,1755,1623.912,1725.585
2023-01-13 13:00:00,1752,1625.635,1726.762
2023-01-13 14:00:00,1722,1619.694,1696.055
2023-01-13 15:00:00,1689,1592.297,1669.586
2023-01-13 16:00:00,1686,1626.304,1658.027
2023-01-13 17:00:00,1720,1673.309,1676.697
2023-01-13 18:00:00,1688,1646.476,1635.077
2023-01-13 19:00:00,1622,1591.863,1587.527
2023-01-13 20:00:00,1552,1523.229,1526.384
2023-01-13 21:00:00,1462,1419.495,1415.083
2023-01-13 22:00:00,1351,1292.938,1313.04
2023-01-13 23:00:00,1244,1168.937,1224.151
2023-01-14 00:00:00,1182,1118.836,1163.466
2023-01-14 01:00:00,1125,1076.04,1128.662
2023-01-14 02:00:00,1100,1053.084,1105.288
2023-01-14 03:00:00,1084,1004.557,1077.804
2023-01-14 04:00:00,1086,1006.51,1082.835
2023-01-14 05:00:00,1106,1044.939,1098.179
2023-01-14 06:00:00,1201,1116.861,1151.139
2023-01-14 07:00:00,1280,1219.475,1225.577
2023-01-14 08:00:00,1349,1275.246,1306.537
2023-01-14 09:00:00,1432,1347.774,1413.026
2023-01-14 10:00:00,1503,1394.6,1484.264
2023-01-14 11:00:00,1530,1415.648,1491.307
2023-01-14 12:00:00,1534,1404.726,1509.06
2023-01-14 13:00:00,1521,1397.657,1491.863
2023-01-14 14:00:00,1500,1393.329,1467.854
2023-01-14 15:00:00,1478,1402.356,1451.504
2023-01-14 16:00:00,1521,1441.153,1468.615
2023-01-14 17:00:00,1576,1477.434,1528.468
2023-01-14 18:00:00,1556,1473.818,1503.827
2023-01-14 19:00:00,1513,1431.792,1466.911
2023-01-14 20:00:00,1459,1387.102,1409.585
2023-01-14 21:00:00,1381,1331.069,1343.663
2023-01-14 22:00:00,1292,1205.514,1256.007
2023-01-14 23:00:00,1207,1142.353,1178.995
2023-01-15 00:00:00,1121,1098.22,1116.247
2023-01-15 01:00:00,1078,1020.943,1046.406
2023-01-15 02:00:00,1055,1016.105,1030.831
2023-01-15 03:00:00,1041,984.312,1005.862
2023-01-15 04:00:00,1038,985.024,999.508
2023-01-15 05:00:00,1050,1001.713,1025.549
2023-01-15 06:00:00,1113,1054.938,1083.345
2023-01-15 07:00:00,1171,1117.819,1145.817
2023-01-15 08:00:00,1235,1164.302,1211.564
2023-01-15 09:00:00,1335,1236.834,1303.15
2023-01-15 10:00:00,1411,1309.535,1384.771
2023-01-15 11:00:00,1451,1345.174,1438.875
2023-01-15 12:00:00,1489,1384.837,1473.171
2023-01-15 13:00:00,1476,1387.677,1480.172
2023-01-15 14:00:00,1471,1414.315,1476.406
2023-01-15 15:00:00,1457,1436.548,1463.936
2023-01-15 16:00:00,1496,1482.578,1486.89
2023-01-15 17:00:00,1540,1509.204,1528.782
2023-01-15 18:00:00,1534,1545.55,1526.17
2023-01-15 19:00:00,1498,1499.85,1503.167
2023-01-15 20:00:00,1455,1434.511,1455.289
2023-01-15 21:00:00,1372,1366.026,1379.735
2023-01-15 22:00:00,1269,1204.052,1261.882
2023-01-15 23:00:00,1177,1095.742,1161.389
2023-01-16 00:00:00,1121,1019.261,1106.23
2023-01-16 01:00:00,1068,969.634,1069.404
2023-01-16 02:00:00,1062,950.57,1042.494
2023-01-16 03:00:00,1062,950.073,1035.912
2023-01-16 04:00:00,1073,1001.165,1055.535
2023-01-16 05:00:00,1158,1072.303,1125.326
2023-01-16 06:00:00,1370,1266.199,1351.938
2023-01-16 07:00:00,1571,1462.011,1558.085
2023-01-16 08:00:00,1705,1608.564,1686.94
2023-01-16 09:00:00,1766,1670.286,1733.591
2023-01-16 10:00:00,1780,1666.063,1725.696
2023-01-16 11:00:00,1774,1648.129,1682.153
2023-01-16 12:00:00,1746,1627.606,1655.622
2023-01-16 13:00:00,1752,1641.895,1676.729
2023-01-16 14:00:00,1727,1648.863,1694.286
2023-01-16 15:00:00,1705,1622.29,1672.657
2023-01-16 16:00:00,1708,1623.1,1647.836
2023-01-16 17:00:00,1743,1620.189,1677.395
2023-01-16 18:00:00,1715,1620.194,1660.918
2023-01-16 19:00:00,1666,1579.746,1619.277
2023-01-16 20:00:00,1608,1519.966,1571.524
2023-01-16 21:00:00,1509,1400.38,1473.058
2023-01-16 22:00:00,1380,1270.534,1347.049
2023-01-16 23:00:00,1263,1167.578,1237.503
2023-01-17 00:00:00,1195,1122.347,1164.57
2023-01-17 01:00:00,1146,1119.811,1123.568
2023-01-17 02:00:00,1130,1080.144,1103.495
2023-01-17 03:00:00,1121,1075.102,1100.967
2023-01-17 04:00:00,1136,1078.579,1112.423
2023-01-17 05:00:00,1202,1123.259,1200.664
2023-01-17 06:00:00,1405,1303.015,1420.216
2023-01-17 07:00:00,1598,1515.575,1615.811
2023-01-17 08:00:00,1726,1627.284,1746.622
2023-01-17 09:00:00,1774,1670.497,1782.623
2023-01-17 10:00:00,1774,1681.794,1783.276
2023-01-17 11:00:00,1761,1673.748,1776.486
2023-01-17 12:00:00,1744,1635.879,1750.785
2023-01-17 13:00:00,1751,1636.564,1755.41
2023-01-17 14:00:00,1727,1609.527,1729.342
2023-01-17 15:00:00,1702,1609.363,1706.607
2023-01-17 16:00:00,1696,1638.981,1676.226
2023-01-17 17:00:00,1727,1673.15,1678.083
2023-01-17 18:00:00,1707,1634.598,1652.485
2023-01-17 19:00:00,1661,1573.293,1610.047
2023-01-17 20:00:00,1599,1516.268,1564.356
2023-01-17 21:00:00,1502,1415.399,1466.425
2023-01-17 22:00:00,1368,1308.916,1344.078
2023-01-17 23:00:00,1260,1191.833,1235.722
2023-01-18 00:00:00,1194,1145.286,1165.766
2023-01-18 01:00:00,1153,1072.702,1120.692
2023-01-18 02:00:00,1139,1050.324,1099.077
2023-01-18 03:00:00,1137,1043.992,1093.148
2023-01-18 04:00:00,1150,1068.742,1108.016
2023-01-18 05:00:00,1218,1153.956,1170.878
2023-01-18 06:00:00,1423,1334.05,1388.324
2023-01-18 07:00:00,1616,1524.378,1589.017
2023-01-18 08:00:00,1753,1671.48,1707.935
2023-01-18 09:00:00,1798,1721.699,1750.016
2023-01-18 10:00:00,1795,1719.196,1762.757
2023-01-18 11:00:00,1786,1707.629,1759.649
2023-01-18 12:00:00,1768,1685.535,1744.781
2023-01-18 13:00:00,1770,1688.439,1757.166
2023-01-18 14:00:00,1753,1664.305,1722.784
2023-01-18 15:00:00,1731,1672.684,1710.288
2023-01-18 16:00:00,1723,1665.654,1691.931
2023-01-18 17:00:00,1749,1688.932,1702.609
2023-01-18 18:00:00,1726,1643.393,1683.817
2023-01-18 19:00:00,1664,1556.051,1651.582
2023-01-18 20:00:00,1605,1532.317,1599.98
2023-01-18 21:00:00,1503,1457.516,1499.987
2023-01-18 22:00:00,1378,1329.193,1362.358
2023-01-18 23:00:00,1273,1204.643,1276.596
2023-01-19 00:00:00,1198,1100.041,1209.903
2023-01-19 01:00:00,1151,1041.162,1160.486
2023-01-19 02:00:00,1140,1064.041,1144.314
2023-01-19 03:00:00,1126,1049.802,1129.35
2023-01-19 04:00:00,1128,1071.831,1128.009
2023-01-19 05:00:00,1188,1142.901,1182.295
2023-01-19 06:00:00,1392,1356.073,1390.915
2023-01-19 07:00:00,1597,1551.54,1577.218
2023-01-19 08:00:00,1737,1673.01,1683.684
2023-01-19 09:00:00,1790,1725.361,1725.943
2023-01-19 10:00:00,1787,1733.143,1725.088
2023-01-19 11:00:00,1780,1739.207,1705.88
2023-01-19 12:00:00,1754,1694.483,1680.644
2023-01-19 13:00:00,1762,1680.839,1697.313
2023-01-19 14:00:00,1733,1648.085,1676.737
2023-01-19 15:00:00,1712,1653.712,1678.716
2023-01-19 16:00:00,1708,1659.201,1683.845
2023-01-19 17:00:00,1738,1672.605,1713.57
2023-01-19 18:00:00,1724,1643.432,1684.678
2023-01-19 19:00:00,1678,1612.638,1643.005
2023-01-19 20:00:00,1614,1572.872,1593.247
2023-01-19 21:00:00,1521,1501.199,1516.513
2023-01-19 22:00:00,1390,1387.474,1400.07
2023-01-19 23:00:00,1285,1267.728,1287.899
2023-01-20 00:00:00,1211,1178.167,1216.746
2023-01-20 01:00:00,1172,1136.133,1198.99
2023-01-20 02:00:00,1156,1103.247,1176.778
2023-01-20 03:00:00,1143,1094.958,1174.733
2023-01-20 04:00:00,1148,1101.172,1184.665
2023-01-20 05:00:00,1211,1175.71,1233.785
2023-01-20 06:00:00,1414,1378.2,1435.677
2023-01-20 07:00:00,1601,1559.317,1622.055
2023-01-20 08:00:00,1718,1674.903,1739.103
2023-01-20 09:00:00,1761,1726.81,1765.893
2023-01-20 10:00:00,1758,1728.187,1787.428
2023-01-20 11:00:00,1748,1730.513,1776.833
2023-01-20 12:00:00,1722,1715.365,1725.354
2023-01-20 13:00:00,1729,1719.232,1716.463
2023-01-20 14:00:00,1698,1683.494,1686.833
2023-01-20 15:00:00,1676,1626.96,1668.445
2023-01-20 16:00:00,1676,1625.199,1669.705
2023-01-20 17:00:00,1725,1677.605,1719.659
2023-01-20 18:00:00,1707,1643.319,1698.235
2023-01-20 19:00:00,1659,1590.839,1653.319
2023-01-20 20:00:00,1599,1545.771,1577.793
2023-01-20 21:00:00,1516,1448.895,1487.78
2023-01-20 22:00:00,1389,1349.2,1373.14
2023-01-20 23:00:00,1299,1259.527,1286.833
2023-01-21 00:00:00,1207,1161.337,1214.89
2023-01-21 01:00:00,1166,1123.354,1165.708
2023-01-21 02:00:00,1145,1080.123,1134.908
2023-01-21 03:00:00,1126,1077.323,1123.981
2023-01-21 04:00:00,1127,1092.339,1125.756
2023-01-21 05:00:00,1146,1088.347,1152.938
2023-01-21 06:00:00,1210,1149.207,1210.46
2023-01-21 07:00:00,1294,1222.107,1290.864
2023-01-21 08:00:00,1377,1288.784,1371.208
2023-01-21 09:00:00,1487,1368.421,1456.887
2023-01-21 10:00:00,1533,1427.465,1534.43
2023-01-21 11:00:00,1561,1431.964,1534.447
2023-01-21 12:00:00,1570,1435.505,1535.646
2023-01-21 13:00:00,1546,1407.472,1521.669
2023-01-21 14:00:00,1518,1385.994,1492.613
2023-01-21 15:00:00,1502,1379.973,1488.895
2023-01-21 16:00:00,1521,1360.434,1534.091
2023-01-21 17:00:00,1582,1434.347,1590.611
2023-01-21 18:00:00,1562,1441.985,1565.455
2023-01-21 19:00:00,1525,1417.736,1530.081
2023-01-21 20:00:00,1477,1371.151,1462.292
2023-01-21 21:00:00,1401,1284.492,1387.258
2023-01-21 22:00:00,1317,1211.212,1281.413
2023-01-21 23:00:00,1235,1167.246,1220.211
2023-01-22 00:00:00,1177,1137.358,1169.302
2023-01-22 01:00:00,1118,1070.808,1141.505
2023-01-22 02:00:00,1106,1066.359,1123.166
2023-01-22 03:00:00,1092,1086.093,1109.418
2023-01-22 04:00:00,1089,1098.673,1104.86
2023-01-22 05:00:00,1114,1128.919,1132.695
2023-01-22 06:00:00,1174,1196.883,1183.558
2023-01-22 07:00:00,1251,1259.206,1245.048
2023-01-22 08:00:00,1315,1316.939,1306.479
2023-01-22 09:00:00,1396,1384.239,1419.491
2023-01-22 10:00:00,1468,1460.078,1516.224
2023-01-22 11:00:00,1499,1480.011,1542.164
2023-01-22 12:00:00,1511,1464.708,1562.95
2023-01-22 13:00:00,1511,1466.162,1544.33
2023-01-22 14:00:00,1497,1443.925,1516.126
2023-01-22 15:00:00,1491,1441.479,1490.259
2023-01-22 16:00:00,1533,1495.288,1505.942
2023-01-22 17:00:00,1602,1576.877,1588.068
2023-01-22 18:00:00,1607,1564.742,1589.077
2023-01-22 19:00:00,1568,1544.407,1550.974
2023-01-22 20:00:00,1521,1504.645,1500.508
2023-01-22 21:00:00,1443,1416.374,1422.674
2023-01-22 22:00:00,1336,1289.729,1302.371
2023-01-22 23:00:00,1256,1198.409,1210.117
2023-01-23 00:00:00,1195,1169.925,1142.844
2023-01-23 01:00:00,1152,1164.153,1104.753
2023-01-23 02:00:00,1136,1151.633,1089.959
2023-01-23 03:00:00,1131,1129.374,1088.352
2023-01-23 04:00:00,1147,1140.001,1107.035
2023-01-23 05:00:00,1218,1188.314,1181.172
2023-01-23 06:00:00,1433,1411.958,1422.867
2023-01-23 07:00:00,1640,1606.05,1617.888
2023-01-23 08:00:00,1766,1746.059,1751.703
